CODIGO_ACCIDENTE,FECHA,GRAVEDAD,CLASE,CHOQUE,DIRECCION,CODIGO_LOCALIDAD
10457494,14/08/2018,3,1,1.0,AV AVENIDA DE LAS AMERICAS-KR 40 2,16
10457675,16/08/2018,2,2,,CL 170-KR 45 2,1
10457797,17/08/2018,3,1,1.0,CL 116-KR 45 2,11
10457779,17/08/2018,3,1,1.0,KR 50-CL 44F 43,13
10457812,17/08/2018,3,1,1.0,KR 78L-CL 68C 08,7
10457730,19/08/2018,2,2,,CL 48-KR 5 59,18
10459523,21/08/2018,2,1,1.0,AV AVENIDA PRIMERO DE MAYO-CL 38L 2,8
10458142,21/08/2018,3,1,1.0,KR 30-CL 80 2,12
10458393,23/08/2018,2,1,1.0,AC 53-KR 54 2,13
10458336,24/08/2018,2,1,1.0,CL 66-KR 69P 2,10
10458570,26/08/2018,2,2,,AV AVENIDA CARACAS-CL 22 S 2,15
10458695,27/08/2018,3,1,1.0,AV AVENIDA PRIMERA DE MAYO-AV AVENIDA CARACAS 2,15
10458955,29/08/2018,3,1,1.0,KR 45-CL 171 2,1
10459169,29/08/2018,3,1,1.0,KR 29-CL 26 02,14
10459095,30/08/2018,3,1,1.0,CL 63D-KR 20 2,12
10459043,31/08/2018,2,1,1.0,TR 42-CL 4 2,16
10459489,03/09/2018,3,1,1.0,KR 80-CL 36 S 2,8
10459440,03/09/2018,2,2,,CL 58B-KR 75 S 24,19
10459390,03/09/2018,3,1,1.0,KR 45-CL 196 02,1
10459566,04/09/2018,3,1,1.0,CL 17-KR 82 2,9
10459537,04/09/2018,3,1,1.0,AV AVENIDA BOYACA-CL 26 S 02,8
10459437,04/09/2018,2,2,,KR 3A-CL 30C S 34,4
10459629,05/09/2018,2,1,1.0,CL 80-KR 98 2,10
10459788,07/09/2018,1,1,1.0,DG 38A-KR 38B S 47,18
10459915,08/09/2018,2,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 13 S 2,9
10459973,08/09/2018,3,1,1.0,KR 58-CL 169B 2,11
10460046,08/09/2018,3,1,1.0,CL 13-KR 29 2,14
10460117,10/09/2018,3,1,1.0,CL 26-KR 40 2,12
10460268,11/09/2018,3,1,1.0,KR 54C-CL 147 21,11
10460588,14/09/2018,3,1,1.0,CL 56-KR 4 S 2,5
10460659,15/09/2018,2,1,1.0,AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 88 S 2,5
10460650,15/09/2018,2,2,,CL 56-KR 93 S 2,7
10462911,15/09/2018,3,1,1.0,KR 92-CL 52A 2,10
10460553,15/09/2018,2,2,,CL 60A-KR 65 2,7
10460570,15/09/2018,2,2,,CL 81-KR 8CBIS S 2,5
10460587,16/09/2018,2,2,,CL 170-KR 9 2,1
10460997,17/09/2018,3,1,1.0,AV AVENIDA DE LAS AMERICAS-AV AVENIDA CIUDAD DE CALI 2,8
10460955,18/09/2018,3,1,4.0,CL 44-KR 66A 2,12
10460924,18/09/2018,3,1,1.0,KR 30-CL 40 2,12
10461235,20/09/2018,3,1,1.0,TR 76-CL 128 2,11
10461288,21/09/2018,2,3,,AV AVENIDA CARACAS-CL 18 2,14
10461652,22/09/2018,3,1,1.0,KR 7-CL 141 2,1
10461339,23/09/2018,2,1,1.0,AK 86-CL 64CBIS 2,10
10461458,23/09/2018,3,1,1.0,KR 14V-CL 72A 5,5
10461542,23/09/2018,3,1,1.0,AV AVENIDA BOYACA-CL 134 2,11
10461849,26/09/2018,3,1,1.0,CL 72-KR 72A 2,10
10461894,27/09/2018,3,1,4.0,CL 156A-KR 98A 2,11
10461925,27/09/2018,3,1,1.0,KR 30-CL 5 2,15
10461978,27/09/2018,2,1,1.0,KR 80J-CL 73D 2,7
10462493,02/10/2018,2,1,1.0,CL 26-KR 92 10,10
10462721,03/10/2018,2,1,1.0,KR 77-CL 19A S 9,15
10462586,04/10/2018,2,1,1.0,CL 22-KR 17 2,14
10462825,05/10/2018,3,1,1.0,CL 170-KR 90 2,11
10462857,05/10/2018,3,1,1.0,CL 128A-KR 50 2,11
10463326,06/10/2018,2,3,,AC 6-KR 41A 36,15
10463203,09/10/2018,2,1,1.0,KR 96-CL 71C 2,10
10463131,09/10/2018,3,1,1.0,CL 13-KR 109 2,9
10463327,11/10/2018,3,1,1.0,AC 26-KR 68 11,13
10463648,12/10/2018,3,1,1.0,AV AVENIDA BOYACA-CL 17 17,19
10463477,12/10/2018,2,1,1.0,KR 68-CL 18 S 2,16
10464141,13/10/2018,3,1,1.0,KR 79-CL 43 S 2,10
10464006,18/10/2018,2,1,1.0,DG 53D-KR 22A 2,13
10464253,20/10/2018,2,1,1.0,CL 56A-KR 24B 2,6
10464779,24/10/2018,2,1,1.0,AV AVENIDA CARACAS-AC 4 74,17
10464789,25/10/2018,2,2,,CL 49-KR 6B SE 2,4
10464866,26/10/2018,3,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 75 10,10
10465032,27/10/2018,3,1,1.0,AK 9-CL 134A 2,1
10465015,27/10/2018,2,2,,DG 16-KR 96D 98,9
10465311,29/10/2018,2,2,,CL 26-KR 82 2,10
10465500,01/11/2018,2,1,1.0,CL 63-KR 80I S 2,7
10465567,01/11/2018,3,1,1.0,KR 55A-CL 163 35,11
10465818,02/11/2018,3,1,1.0,CL 106-KR 8A 1,1
10465737,02/11/2018,3,1,1.0,AV AVENIDA DEL SUR-CL 63 S 2,7
10469172,03/11/2018,3,1,1.0,CL 22-KR 100 06,9
10465934,04/11/2018,3,1,1.0,AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 33 2,19
10466026,05/11/2018,3,1,1.0,AV AVENIDA DE LAS AMERICAS-KR 68 2,16
10466096,06/11/2018,3,1,1.0,AV AVENIDA JORGE GAITAN CORTEZ-CL 58 2,19
10466164,07/11/2018,3,1,1.0,AV AVENIDA BOYACA-AC 71 S 2,19
10466503,09/11/2018,3,1,1.0,AC 72-KR 72D 2,10
10466531,09/11/2018,3,1,1.0,CL 65-KR 77J S 2,7
10466697,10/11/2018,3,1,1.0,KR 50-CL 22 2,13
10466385,10/11/2018,2,1,1.0,KR 14-CL 68B S 2,5
10466707,12/11/2018,3,1,1.0,CL 65C-KR 78A S 2,7
10467105,16/11/2018,3,1,1.0,KR 1-CL 90 ES 2,5
10467159,17/11/2018,2,2,,KR 30-CL 64 2,13
10467605,21/11/2018,2,4,,KR 68-CL 40B S 2,16
10467778,22/11/2018,3,1,1.0,KR 50-CL 63 2,13
10467926,24/11/2018,2,1,1.0,DG 40R-AK 14 95,13
10467957,24/11/2018,3,1,1.0,KR 18-CL 93B 2,2
10468085,26/11/2018,2,2,,AV AVENIDA PRIMERA DE MAYO-KR 51D 15,16
10468178,26/11/2018,3,1,1.0,CL 95-KR 13 2,2
10468215,27/11/2018,2,1,1.0,DG 56BIS-KR 35 S 2,6
10468362,28/11/2018,3,1,1.0,AC 26-KR 33A 2,13
10468616,30/11/2018,3,1,1.0,CL 44-KR 32 S 2,18
10468683,01/12/2018,3,1,1.0,CL 13-KR 69D 10,9
10468769,01/12/2018,3,1,1.0,CL 6-KR 32A 2,16
10468799,02/12/2018,3,1,1.0,KR 7BIS-CL 37 S 2,4
10468879,02/12/2018,3,1,1.0,DG 73-TR 60 S 2,6
10468720,02/12/2018,2,1,1.0,CL 132D-KR 148B 2,11
10469042,03/12/2018,2,2,,CL 159-KR 16 36,1
10469169,04/12/2018,2,2,,KR 3C-DG 4 ES 2,4
10469192,05/12/2018,3,1,1.0,KR 45-CL 247 2,1
10469460,07/12/2018,1,2,,CL 80-KR 68 2,10
10469540,07/12/2018,3,1,4.0,CL 26-KR 69D 2,9
10469411,07/12/2018,2,1,1.0,CL 66A-KR 80 2,10
10469522,07/12/2018,3,1,1.0,CL 60A-KR 19ABISB S 2,19
10469452,09/12/2018,2,1,1.0,CL 6-KR 78C 2,8
10469856,13/12/2018,2,3,,AV AVENIDA CUIDAD DE VILLAVICENCIO-AV AVENIDA PRIMERO DE MAYO 2,8
10470021,13/12/2018,3,1,1.0,KR 28B-CL 72 2,12
10470094,14/12/2018,2,1,1.0,TR 78B-AC 40J S 2,8
10470493,16/12/2018,3,1,1.0,CL 49A-KR 34 2,6
10470617,17/12/2018,3,1,1.0,KR 30-CL 43 2,13
10470606,17/12/2018,3,1,1.0,KR 50-CL 35 S 2,16
10470699,18/12/2018,3,1,4.0,CL 47B-KR 22 S 95,6
10470818,20/12/2018,2,1,1.0,KR 16-CL 135 2,1
10471042,21/12/2018,2,1,1.0,CL 72-KR 101 11,10
10471140,22/12/2018,3,1,4.0,CL 24A-KR 64 2,13
10471142,22/12/2018,3,1,1.0,KR 62-CL 97 2,12
10471357,25/12/2018,2,1,1.0,CL 146-KR 136 2,11
10471661,27/12/2018,2,2,,CL 22C-KR 68F 2,9
10471786,31/12/2018,2,1,5.0,AV AVENIDA CIUDAD DE CALI-CL 75 S 2,7
10471937,02/01/2019,3,1,5.0,KR 11-CL 82 2,2
10471989,03/01/2019,3,1,1.0,KR 18-CL 1F 2,14
10472367,08/01/2019,3,1,4.0,KR 69-CL 77 2,10
10472464,10/01/2019,2,4,,KR 24-CL 47B S 2,6
10472627,12/01/2019,2,1,1.0,KR 1BIS-CL 42 S 12,4
10472836,15/01/2019,3,1,1.0,CL 13-KR 86 02,9
10472961,16/01/2019,2,2,,CL 63B-KR 27B 2,12
10473254,19/01/2019,3,1,1.0,CL 80-KR 24 2,12
10473301,20/01/2019,3,1,1.0,KR 89A-CL 84A 2,10
10473171,20/01/2019,2,1,1.0,KR 39C-CL 30 02,16
10473565,22/01/2019,2,4,,CL 64-KR 112C 2,10
10473644,24/01/2019,2,1,1.0,CL 80-KR 73A 2,10
10473941,26/01/2019,3,1,1.0,KR 78B-CL 35A 2,8
10473921,27/01/2019,2,1,1.0,AV AVENIDA CARACAS-CL 15 S 2,15
10473988,28/01/2019,2,1,1.0,CL 13-KR 27 2,14
10474072,28/01/2019,3,1,1.0,KR 19-CL 92 2,2
10474059,28/01/2019,3,1,1.0,AV AVENIDA BOYACA-CL 74A 2,10
10474203,29/01/2019,3,1,1.0,KR 68-CL 63 2,12
10474387,31/01/2019,3,1,1.0,KR 20-CL 63C 02,12
10474514,01/02/2019,3,1,1.0,AK 30-CL 60 2,13
10474511,02/02/2019,3,1,1.0,KR 68-CL 74 2,12
10474632,02/02/2019,3,1,1.0,AV AVENIDA DEL SUR-KR 52A 2,16
10474912,05/02/2019,3,1,1.0,AV AVENIDA BOYACA-CL 117C 2,11
10474880,05/02/2019,3,1,1.0,KR 87B-CL 19A 66,9
10475115,07/02/2019,3,1,1.0,KR 39-CL 7 02,16
10475435,11/02/2019,3,1,1.0,AV AVENIDA CIUDAD DE VILLAVICENCIO-AV AVENIDA JORGE GAITAN CORTEZ 2,19
10475531,12/02/2019,2,1,1.0,CL 13G-KR 14 2,4
10475684,12/02/2019,2,2,,CL 65-KR 78C S 43,7
10475678,13/02/2019,3,1,1.0,CL 63-KR 26 2,12
10475931,15/02/2019,2,3,,KR 110-CL 77A 02,10
10476096,17/02/2019,3,1,1.0,KR 24-CL 80 02,12
10476111,18/02/2019,3,1,1.0,CL 2-KR 28 62,14
10476267,19/02/2019,3,1,1.0,KR 80-CL 69A 2,10
10476380,21/02/2019,3,1,1.0,AV AVENIDA DEL SUR-CL 59 S 2,7
10476496,21/02/2019,2,2,,KR 68-CL 23 02,9
10476570,22/02/2019,3,1,1.0,CL 48Q-KR 5 S 2,4
10476514,22/02/2019,3,1,1.0,CL 6-KR 11 2,3
10476689,23/02/2019,3,1,1.0,AV AVENIDA DE LAS AMERICAS-KR 68 2,8
10476726,23/02/2019,3,1,1.0,AK 45-CL 183 2,1
10476674,23/02/2019,3,1,1.0,KR 26-CL 64 2,12
10476812,25/02/2019,2,2,,CL 26-KR 79A S 2,8
10476910,26/02/2019,2,2,,AV AVENIDA BOYACA-CL 152 2,11
10476924,26/02/2019,3,1,1.0,CL 26-KR 66 2,13
10476917,26/02/2019,2,2,,CL 8-KR 38 S 50,16
10477149,28/02/2019,3,1,1.0,KR 13-CL 84A 2,2
10477393,01/03/2019,3,1,1.0,TR 28B-AC 36 2,13
10477211,01/03/2019,3,1,1.0,CL 8-KR 35 S 2,16
10477404,02/03/2019,3,1,1.0,CL 63-KR 27 2,13
10477560,04/03/2019,3,1,1.0,KR 45-CL 170 02,1
10477798,06/03/2019,2,1,1.0,KR 30-CL 78 2,12
10477843,06/03/2019,3,1,1.0,CL 26-KR 93 2,9
10477949,07/03/2019,3,1,1.0,CL 90-KR 50 2,12
10477876,07/03/2019,2,1,1.0,KR 1-CL 12C E 2,17
10478033,08/03/2019,2,1,4.0,CL 53-KR 71B 02,10
10478063,08/03/2019,3,1,1.0,CL 134-KR 21 02,1
10478153,08/03/2019,2,2,,KR 4-CL 0 S 22,3
10478446,12/03/2019,3,1,1.0,KR 45-CL 98 2,2
10478450,12/03/2019,3,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 67 2,10
10478507,12/03/2019,3,1,1.0,CL 150-KR 19 2,1
10478666,14/03/2019,3,1,1.0,CL 38-KR 72I S 2,8
10479185,19/03/2019,3,1,1.0,AV AVENIDA BOYACA-CL 13 2,8
10479524,24/03/2019,2,1,1.0,AV AVENIDA PRIMERA DE MAYO-KR 68A 2,8
10479673,24/03/2019,2,1,1.0,CL 53-KR 50 02,13
10479681,26/03/2019,2,1,1.0,KR 114-CL 80 2,10
10479907,26/03/2019,3,1,1.0,KR 14-CL 1 02,3
10480258,29/03/2019,2,2,,CL 42-KR 79A S 02,8
10480212,29/03/2019,2,1,1.0,CL 151C-KR 111A 02,11
10480300,30/03/2019,3,1,1.0,CL 63-KR 77K S 15,7
10480444,01/04/2019,3,1,1.0,KR 4-CL 57 2,2
10480838,04/04/2019,3,1,1.0,KR 86-CL 27 2,8
10480768,04/04/2019,3,1,1.0,CL 183-KR 19 02,1
10480781,04/04/2019,3,1,1.0,KR 17-CL 14A S 2,15
10480854,05/04/2019,3,1,1.0,CL 191-KR 9 2,1
10480970,06/04/2019,2,1,1.0,CL 127-KR 51A 2,11
10481111,08/04/2019,3,1,1.0,CL 47B-KR 23 S 2,6
10481033,08/04/2019,3,1,1.0,CL 11-KR 5 SE 2,4
10481335,09/04/2019,3,1,1.0,CL 13-KR 90 2,9
10481386,10/04/2019,3,1,1.0,KR 50B-CL 65 02,12
10481494,10/04/2019,2,2,,KR 3-CL 11 02,17
10481457,11/04/2019,3,1,1.0,KR 13-CL 52A 20,2
10481537,11/04/2019,3,1,1.0,KR 18-CL 84 2,14
10481530,11/04/2019,2,2,,DG 64A-KR 41 S 2,19
10481627,12/04/2019,2,2,,KR 68-CL 3 2,16
10481615,13/04/2019,2,1,1.0,AV AVENIDA BOYACA-CL 19A 02,9
10481885,15/04/2019,2,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 46 S 2,8
10481932,15/04/2019,3,1,1.0,CL 80-KR 72 02,10
10482240,17/04/2019,3,1,1.0,AV AVENIDA BOYACA-CL 22 2,9
10482124,17/04/2019,2,1,4.0,CL 171-KR 49B 96,11
10482359,20/04/2019,3,1,1.0,CL 21-KR 51D S 2,16
10482418,22/04/2019,3,1,1.0,AV AVENIDA DE LAS AMERICAS-KR 70 2,8
10482605,24/04/2019,3,1,1.0,KR 65-CL 12 2,16
10482905,28/04/2019,3,1,1.0,AV AVENIDA SUBA-CL 116 2,11
10482930,28/04/2019,3,1,1.0,AV AVENIDA BOYACA-KR 27 02,6
10483111,29/04/2019,3,1,1.0,KR 82-CL 24 2,9
10483157,30/04/2019,2,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 10 61,8
10483227,30/04/2019,3,1,1.0,CL 13-KR 69F 2,9
10483139,30/04/2019,2,1,1.0,CL 13-KR 65 2,16
10483538,04/05/2019,2,2,,CL 19-KR 26 02,14
10483801,05/05/2019,2,1,1.0,KR 86C-CL 58A S 2,7
10483894,07/05/2019,3,1,1.0,AV AVENIDA CIRCUNVALAR-CL 22 02,3
10484118,09/05/2019,3,1,1.0,KR 47-CL 91 02,12
10484484,11/05/2019,3,1,1.0,AV AVENIDA DEL SUR-KR 63 2,7
10484552,13/05/2019,3,1,1.0,CL 72B-KR 64 2,12
10484828,15/05/2019,3,1,1.0,AV AVENIDA DEL SUR-KR 66 02,6
10484864,15/05/2019,3,1,1.0,AV AVENIDA BOYACA-CL 63 2,10
10485095,17/05/2019,3,1,1.0,KR 59A-CL 45A S 60,6
10485092,17/05/2019,3,1,1.0,KR 80-CL 2 02,8
10485245,19/05/2019,3,1,1.0,CL 22C-KR 68F 2,9
10485252,21/05/2019,3,1,1.0,AK 14-CL 65 S 2,5
10485404,22/05/2019,2,1,1.0,CL 72-KR 81A 2,10
10485634,24/05/2019,2,1,1.0,CL 127BBIS-KR 49 2,11
10485737,26/05/2019,2,4,,AV AVENIDA PRIMERA DE MAYO-AV AVENIDA BOYACA 2,8
10486116,28/05/2019,3,1,1.0,KR 78C-CL 39A S 2,8
10486205,28/05/2019,3,1,1.0,DG 89B-KR 115A 02,10
10486394,29/05/2019,2,1,1.0,AV AVENIDA DEL SUR-CL 62B S 18,7
10486238,29/05/2019,3,1,1.0,CL 17A-KR 42BIS 2,16
10486310,30/05/2019,3,1,1.0,KR 30-CL 13 2,16
10486582,31/05/2019,2,1,1.0,KR 30-CL 21 02,14
10486560,01/06/2019,2,4,,AV AVENIDA DEL SUR-KR 71 75,7
10486693,04/06/2019,2,1,1.0,KR 116-CL 24 02,9
10486877,05/06/2019,3,1,1.0,TR 5H-DG 44 S 02,4
10487062,06/06/2019,3,1,1.0,CL 42A-KR 87H S 2,8
10487117,07/06/2019,3,1,1.0,KR 93B-CL 128B 02,11
10487364,07/06/2019,3,1,1.0,CL 72F-KR 113A 2,10
10487198,08/06/2019,2,1,1.0,AC 72-KR 80 66,10
10487428,10/06/2019,3,1,4.0,CL 153-KR 59 2,11
10487617,11/06/2019,3,1,1.0,CL 100-KR 13 2,1
10487793,13/06/2019,2,1,1.0,CL 40-KR 72JBIS S 2,8
10487702,13/06/2019,3,1,1.0,KR 65-CL 11 2,16
10487666,13/06/2019,3,1,1.0,KR 86-CL 25 2,9
10487751,14/06/2019,3,1,1.0,KR 22-CL 14 12,14
10487887,15/06/2019,2,1,1.0,CL 55A-KR 12B S 2,19
10488142,18/06/2019,3,1,1.0,CL 80-KR 62 84,12
10488595,21/06/2019,2,1,1.0,KR 22G-CL 60 S 2,6
10488475,21/06/2019,3,1,1.0,AV AVENIDA DEL SUR-CL 66 2,7
10488599,22/06/2019,2,1,1.0,AV AVENIDA CIUDAD DE QUITO-CL 20 2,14
10488601,24/06/2019,2,1,1.0,KR 14-CL 72A S 2,5
10488864,25/06/2019,3,1,4.0,AK 45-CL 192 2,1
10489071,27/06/2019,2,2,,AK 14-CL 92C S 2,5
10489177,28/06/2019,2,1,1.0,CL 55-KR 103 S 02,7
10489309,29/06/2019,3,1,1.0,KR 68D-CL 22 2,9
10489329,29/06/2019,3,1,1.0,KR 86-CL 89 2,10
10489259,30/06/2019,2,2,,KR 105B-CL 69 S 2,7
10489403,30/06/2019,3,1,1.0,KR 13-CL 64 02,2
10489584,02/07/2019,3,1,1.0,AV AVENIDA CIUDAD DE CALI-AC 74BIS 2,10
10489552,03/07/2019,2,1,1.0,TR 28-DG 59C S 2,19
10489656,04/07/2019,3,1,1.0,CL 65-KR 73D S 2,19
10490351,10/07/2019,3,1,1.0,KR 29B-CL 67 02,12
10490414,11/07/2019,2,1,1.0,CL 74-KR 12 S 30,5
10490279,11/07/2019,2,3,,KR 30-CL 71 26,12
10490592,13/07/2019,3,1,1.0,AV AVENIDA CARACAS-AC 71 S 2,5
10490684,15/07/2019,3,1,4.0,KR 104-CL 132BBIS 2,11
10490672,16/07/2019,1,2,,KR 12C-CL 32C S 31,18
10490961,17/07/2019,3,1,1.0,KR 47-CL 106A 2,11
10490955,18/07/2019,1,1,1.0,KR 100-CL 22K 02,9
10491068,19/07/2019,2,1,1.0,CL 8-KR 31D S 02,16
10491556,21/07/2019,3,1,1.0,CL 12-KR 36 02,16
10491241,22/07/2019,2,1,1.0,CL 12-KR 74 02,8
10491358,22/07/2019,3,1,1.0,DG 34-KR 5 02,3
10491320,22/07/2019,3,1,1.0,AK 30-CL 13 2,16
10491462,23/07/2019,3,1,1.0,AK 30-CL 26 2,13
10491783,26/07/2019,2,1,1.0,KR 26-CL 94A 02,12
10491767,26/07/2019,2,2,,KR 140C-CL 132A 66,11
10492006,27/07/2019,2,1,1.0,KR 88C-CL 51A S 02,7
10492094,28/07/2019,3,1,1.0,KR 14-CL 37 S 02,18
10492092,28/07/2019,3,1,1.0,CL 39-KR 68GBIS S 2,8
10492158,29/07/2019,2,2,,KR 80-CL 45A S 02,8
10492177,30/07/2019,2,2,,CL 83-KR 95D 02,10
10492263,31/07/2019,2,1,1.0,KR 68-CL 17 S 02,16
10492523,02/08/2019,2,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 41 05,8
10492601,02/08/2019,3,1,1.0,CL 6-KR 27 29,14
10492504,02/08/2019,2,1,1.0,KR 7-CL 89 02,2
10492745,04/08/2019,3,1,1.0,CL 161-KR 8F 02,1
10492754,05/08/2019,3,1,1.0,AV AVENIDA BOYACA-CL 127B 02,11
10493203,08/08/2019,3,1,1.0,KR 20A-CL 172 2,1
10493160,10/08/2019,2,1,1.0,CL 63-KR 93 02,10
10493387,10/08/2019,3,1,1.0,KR 68-CL 3 2,16
10493566,13/08/2019,2,2,,CL 60-KR 9 2,2
